N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
600.0,대성에너지,7680.0,0.0,0.00%,1000.0,7740.0,7830.0,7680.0
601.0,경농,10820.0,30.0,-0.28%,500.0,10680.0,11120.0,10660.0
602.0,하이트진로홀딩스,9100.0,0.0,0.00%,5000.0,9170.0,9170.0,9090.0
603.0,KBSTAR 200TR,18425.0,25.0,-0.14%,0.0,18355.0,18430.0,18190.0
604.0,태경산업,7160.0,70.0,-0.97%,500.0,7170.0,7250.0,7120.0
605.0,금호건설,5660.0,10.0,+0.18%,5000.0,5650.0,5710.0,5600.0
606.0,우진,10260.0,170.0,-1.63%,500.0,10250.0,10360.0,10030.0
607.0,NI스틸,7280.0,150.0,-2.02%,500.0,7420.0,7450.0,7250.0
608.0,다올투자증권,3375.0,70.0,-2.03%,5000.0,3400.0,3430.0,3360.0
609.0,KSS해운,8860.0,70.0,-0.78%,500.0,8920.0,8950.0,8780.0
610.0,교촌에프앤비,8180.0,10.0,-0.12%,500.0,8190.0,8230.0,8110.0
611.0,삼성전기우,70100.0,1400.0,-1.96%,5000.0,71100.0,71100.0,70100.0
612.0,디앤디플랫폼리츠,3150.0,20.0,-0.63%,1000.0,3170.0,3170.0,3150.0
613.0,이월드,1429.0,1.0,-0.07%,1000.0,1430.0,1438.0,1419.0
614.0,두산우,50700.0,500.0,-0.98%,5000.0,51000.0,51000.0,50000.0
615.0,제일파마홀딩스,12610.0,630.0,+5.26%,500.0,12070.0,12880.0,11980.0
616.0,KODEX K-메타버스액티브,8570.0,155.0,-1.78%,0.0,8610.0,8640.0,8545.0
617.0,AJ네트웍스,4275.0,25.0,-0.58%,1000.0,4235.0,4320.0,4235.0
618.0,KBSTAR IT플러스,19245.0,90.0,-0.47%,0.0,18980.0,19245.0,18940.0
619.0,화승인더,3615.0,50.0,-1.36%,500.0,3660.0,3660.0,3595.0
620.0,HDC랩스,7670.0,80.0,-1.03%,500.0,7790.0,7790.0,7580.0
621.0,TIGER KRX BBIG K-뉴딜,6855.0,70.0,+1.03%,0.0,6655.0,6870.0,6655.0
622.0,사조산업,39550.0,0.0,0.00%,5000.0,39550.0,39650.0,39300.0
623.0,S-Oil우,48600.0,150.0,-0.31%,2500.0,48750.0,49000.0,48200.0
624.0,선진,8200.0,140.0,-1.68%,500.0,8260.0,8350.0,8180.0
625.0,TIGER 반도체,34755.0,940.0,-2.63%,0.0,34750.0,34950.0,34400.0
626.0,HLB글로벌,4585.0,55.0,-1.19%,500.0,4700.0,4700.0,4585.0
627.0,삼성출판사,19420.0,60.0,-0.31%,500.0,19420.0,19590.0,19350.0
628.0,LG우,64100.0,500.0,-0.77%,5000.0,64500.0,64600.0,63200.0
629.0,코람코더원리츠,4775.0,15.0,-0.31%,500.0,4795.0,4805.0,4770.0
630.0,금호석유우,63800.0,200.0,-0.31%,5000.0,64000.0,64000.0,63300.0
631.0,KODEX 미국나스닥100레버리지(합성 H),7430.0,265.0,-3.44%,0.0,7400.0,7440.0,7385.0
632.0,퍼스텍,3950.0,35.0,-0.88%,500.0,3985.0,3985.0,3930.0
633.0,흥국화재,2990.0,30.0,+1.01%,5000.0,2960.0,3005.0,2955.0
634.0,예스코홀딩스,32000.0,0.0,0.00%,5000.0,31800.0,32000.0,31700.0
635.0,SOL 200TR,12180.0,10.0,+0.08%,0.0,12060.0,12185.0,12010.0
636.0,TIGER 헬스케어,26850.0,415.0,+1.57%,0.0,26475.0,27140.0,26400.0
637.0,KOSEF 인도Nifty50(합성),20070.0,250.0,+1.26%,0.0,19985.0,20125.0,19675.0
638.0,진양홀딩스,3380.0,5.0,-0.15%,500.0,3380.0,3405.0,3350.0
639.0,경인양행,4530.0,30.0,-0.66%,500.0,4505.0,4610.0,4505.0
640.0,삼성 레버리지 천연가스 선물 ETN C,18770.0,1450.0,+8.37%,0.0,18730.0,18865.0,18600.0
641.0,TIGER 현대차그룹+펀더멘털,24435.0,30.0,+0.12%,0.0,24475.0,24480.0,24175.0
642.0,삼성 인버스 2X WTI원유 선물 ETN,125.0,0.0,0.00%,0.0,120.0,125.0,120.0
643.0,한독,13560.0,220.0,+1.65%,500.0,13350.0,13800.0,13310.0
644.0,KBSTAR 단기종합채권(AA-이상)액티브,104725.0,5.0,0.00%,0.0,104735.0,104735.0,104725.0
645.0,한세예스24홀딩스,4650.0,100.0,-2.11%,500.0,4670.0,4705.0,4605.0
646.0,HANARO MSCI Korea TR,14730.0,45.0,-0.30%,0.0,14600.0,14735.0,14535.0
647.0,ACE 23-12 회사채(AA-이상)액티브,104290.0,25.0,+0.02%,0.0,104270.0,104290.0,104270.0
648.0,KODEX 골드선물(H),12685.0,85.0,-0.67%,0.0,12705.0,12715.0,12680.0
649.0,백산,7970.0,50.0,-0.62%,500.0,8010.0,8020.0,7850.0
650.0,삼영전자,9140.0,50.0,-0.54%,500.0,9180.0,9200.0,9090.0
651.0,금강공업,6170.0,180.0,-2.83%,1000.0,6280.0,6350.0,6160.0
652.0,진흥기업,1242.0,2.0,+0.16%,500.0,1240.0,1248.0,1235.0
653.0,대성산업,3990.0,5.0,-0.13%,5000.0,3995.0,4040.0,3965.0
654.0,신한서부티엔디리츠,3225.0,25.0,-0.77%,1000.0,3250.0,3255.0,3220.0
655.0,와이투솔루션,985.0,5.0,+0.51%,500.0,971.0,1023.0,971.0
656.0,삼화페인트,6600.0,140.0,+2.17%,500.0,6450.0,6610.0,6440.0
657.0,태림포장,2525.0,5.0,+0.20%,500.0,2500.0,2535.0,2495.0
658.0,경보제약,7430.0,170.0,-2.24%,500.0,7650.0,7950.0,7410.0
659.0,KOSEF 단기자금,103335.0,15.0,+0.01%,0.0,102975.0,103345.0,102975.0
660.0,CJ제일제당 우,131000.0,1500.0,+1.16%,5000.0,130400.0,131700.0,129300.0
661.0,성안,2575.0,70.0,-2.65%,500.0,2645.0,2660.0,2510.0
662.0,제이에스코퍼레이션,13000.0,380.0,-2.84%,100.0,13320.0,13360.0,13000.0
663.0,디와이파워,15690.0,20.0,-0.13%,500.0,15630.0,16040.0,15450.0
664.0,한국패러랠,2165.0,5.0,-0.23%,0.0,2190.0,2190.0,2155.0
665.0,NH투자증권우,9180.0,0.0,0.00%,5000.0,9180.0,9190.0,9140.0
666.0,ARIRANG 고배당주,11085.0,35.0,+0.32%,0.0,11060.0,11120.0,10990.0
667.0,이구산업,5140.0,160.0,-3.02%,500.0,5150.0,5250.0,5100.0
668.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,28475.0,505.0,+1.81%,0.0,28390.0,28475.0,28320.0
669.0,DB금융투자,4015.0,5.0,-0.12%,5000.0,4055.0,4055.0,3990.0
670.0,해태제과식품,5850.0,90.0,-1.52%,500.0,5940.0,5940.0,5840.0
671.0,동아지질,12070.0,180.0,-1.47%,500.0,12070.0,12230.0,12040.0
672.0,한신기계,5220.0,10.0,+0.19%,500.0,5120.0,5230.0,5100.0
673.0,TIGER 글로벌4차산업혁신기술(합성 H),16500.0,355.0,-2.11%,0.0,16600.0,16615.0,16465.0
674.0,에이블씨엔씨,6360.0,190.0,-2.90%,500.0,6510.0,6670.0,6300.0
675.0,KODEX 장기종합채권(AA-이상)액티브KAP,87870.0,155.0,-0.18%,0.0,87810.0,87870.0,87810.0
676.0,태경케미컬,14220.0,320.0,+2.30%,500.0,13850.0,14280.0,13830.0
677.0,유니온머티리얼,3910.0,40.0,-1.01%,500.0,3905.0,4005.0,3895.0
678.0,노루페인트,8180.0,50.0,+0.62%,500.0,8130.0,8250.0,8080.0
679.0,히어로즈 CD금리액티브(합성),100630.0,5.0,0.00%,0.0,100635.0,100635.0,100630.0
680.0,삼영,4780.0,30.0,+0.63%,500.0,4650.0,4795.0,4530.0
681.0,TIGER Fn메타버스,8690.0,130.0,-1.47%,0.0,8755.0,8755.0,8655.0
682.0,이지스밸류리츠,4420.0,55.0,-1.23%,1000.0,4470.0,4480.0,4410.0
683.0,금호에이치티,825.0,1.0,+0.12%,500.0,824.0,833.0,810.0
684.0,무학,5670.0,40.0,-0.70%,200.0,5710.0,5730.0,5610.0
685.0,SNT에너지,21400.0,150.0,-0.70%,500.0,21550.0,21850.0,21300.0
686.0,디와이,6090.0,130.0,-2.09%,500.0,6200.0,6200.0,6050.0
687.0,아남전자,2075.0,10.0,-0.48%,500.0,2095.0,2135.0,2050.0
688.0,사조동아원,1133.0,19.0,-1.65%,500.0,1170.0,1195.0,1124.0
689.0,현대리바트,7730.0,20.0,-0.26%,1000.0,7740.0,7860.0,7710.0
690.0,신세계푸드,40800.0,400.0,-0.97%,5000.0,41200.0,41200.0,40550.0
691.0,동아타이어,11490.0,0.0,0.00%,500.0,11490.0,11580.0,11450.0
692.0,TIGER 글로벌메타버스액티브,7505.0,120.0,-1.57%,0.0,7570.0,7570.0,7440.0
693.0,TIGER 여행레저,3705.0,55.0,-1.46%,0.0,3760.0,3760.0,3705.0
694.0,한국주철관,6910.0,100.0,-1.43%,500.0,7020.0,7020.0,6900.0
695.0,KODEX 2차전지핵심소재10 Fn,13020.0,325.0,+2.56%,0.0,12190.0,13060.0,12190.0
696.0,동성제약,6020.0,130.0,+2.21%,1000.0,5860.0,6120.0,5790.0
697.0,KBSTAR iSelect메타버스,7350.0,115.0,-1.54%,0.0,7465.0,7465.0,7310.0
698.0,KODEX TRF3070,11395.0,5.0,+0.04%,0.0,11385.0,11400.0,11375.0
699.0,샘표,53400.0,0.0,0.00%,1000.0,54100.0,55000.0,53000.0
700.0,광전자,2645.0,50.0,-1.86%,500.0,2660.0,2695.0,2610.0
701.0,유수홀딩스,5870.0,30.0,-0.51%,2500.0,5780.0,5900.0,5780.0
702.0,한컴라이프케어,5500.0,60.0,+1.10%,200.0,5400.0,5590.0,5390.0
703.0,신라교역,9470.0,30.0,+0.32%,500.0,9440.0,9470.0,9370.0
704.0,컨버즈,4100.0,0.0,0.00%,500.0,0.0,0.0,0.0
705.0,삼양통상,50300.0,300.0,+0.60%,5000.0,49800.0,50300.0,49800.0
706.0,KODEX 차이나항셍테크,5815.0,60.0,+1.04%,0.0,5715.0,5870.0,5715.0
707.0,TIGER 차이나과창판STAR50(합성),6830.0,0.0,0.00%,0.0,6830.0,6880.0,6800.0
708.0,만호제강,36250.0,50.0,+0.14%,1000.0,36200.0,36400.0,35400.0
709.0,강남제비스코,23050.0,500.0,+2.22%,1000.0,22550.0,23400.0,22300.0
710.0,인스코비,1300.0,17.0,-1.29%,500.0,1318.0,1329.0,1296.0
711.0,ACE 테슬라밸류체인액티브,13105.0,525.0,-3.85%,0.0,12900.0,13200.0,12900.0
712.0,TIGER 국고채30년스트립액티브,45080.0,335.0,-0.74%,0.0,45085.0,45370.0,44905.0
713.0,노루홀딩스,11210.0,200.0,-1.75%,500.0,11400.0,11630.0,11190.0
714.0,KODEX 미국S&P500선물(H),21360.0,85.0,-0.40%,0.0,21335.0,21370.0,21320.0
715.0,ACE 중국본토CSI300,24370.0,105.0,+0.43%,0.0,24345.0,24460.0,24000.0
716.0,벽산,2150.0,30.0,-1.38%,500.0,2180.0,2195.0,2150.0
717.0,키움 INDXX 미국테크탑10 ETN,14680.0,340.0,-2.26%,0.0,14675.0,14680.0,14675.0
718.0,SK이노베이션우,117500.0,1500.0,+1.29%,5000.0,116000.0,118200.0,113000.0
719.0,TIGER 미국MSCI리츠(합성 H),12590.0,65.0,+0.52%,0.0,12590.0,12590.0,12500.0
720.0,KODEX 국고채30년액티브,97910.0,465.0,-0.47%,0.0,98185.0,98310.0,97745.0
721.0,동부건설,6390.0,10.0,-0.16%,5000.0,6480.0,6560.0,6370.0
722.0,삼성 인버스 2X 코스닥150 선물 ETN,7305.0,95.0,-1.28%,0.0,7680.0,7710.0,7285.0
723.0,수산중공업,2705.0,15.0,-0.55%,500.0,2695.0,2720.0,2680.0
724.0,용평리조트,3015.0,20.0,+0.67%,5000.0,2960.0,3050.0,2960.0
725.0,팜스코,3945.0,15.0,-0.38%,500.0,3980.0,4020.0,3930.0
726.0,태영건설,3705.0,25.0,-0.67%,500.0,3705.0,3730.0,3675.0
727.0,TRUE 레버리지 나스닥 100 ETN,28715.0,715.0,-2.43%,0.0,28540.0,28720.0,28465.0
728.0,삼성물산우B,88100.0,100.0,-0.11%,100.0,88200.0,88200.0,87700.0
729.0,KTcs,3355.0,75.0,+2.29%,500.0,3250.0,3430.0,3250.0
730.0,효성ITX,12390.0,50.0,-0.40%,500.0,12440.0,12490.0,12370.0
731.0,휴비스,4145.0,45.0,-1.07%,5000.0,4220.0,4220.0,4130.0
732.0,ACE 24-12 회사채(AA-이상)액티브,106195.0,40.0,-0.04%,0.0,106205.0,106215.0,106195.0
733.0,조선선재,112300.0,1900.0,-1.66%,500.0,114000.0,114100.0,112000.0
734.0,미원화학,64100.0,100.0,+0.16%,1000.0,64000.0,64200.0,64000.0
735.0,NH올원리츠,3340.0,10.0,-0.30%,500.0,3320.0,3395.0,3320.0
736.0,계룡건설,15780.0,120.0,-0.75%,5000.0,15850.0,15980.0,15700.0
737.0,아모레G3우(전환),19720.0,180.0,-0.90%,500.0,19800.0,19940.0,19600.0
738.0,극동유화,4010.0,110.0,+2.82%,500.0,3910.0,4045.0,3870.0
739.0,미래산업,30500.0,150.0,+0.49%,500.0,30350.0,31200.0,29950.0
740.0,삼화전기,21100.0,150.0,+0.72%,1000.0,20650.0,21650.0,20600.0
741.0,황금에스티,8170.0,50.0,-0.61%,500.0,8120.0,8270.0,8080.0
742.0,디씨엠,12180.0,30.0,+0.25%,500.0,12150.0,12310.0,12100.0
743.0,아시아나IDT,12430.0,100.0,-0.80%,500.0,12350.0,12970.0,12310.0
744.0,KBSTAR 코스닥150선물레버리지,14770.0,220.0,+1.51%,0.0,14035.0,14810.0,14015.0
745.0,동원금속,2950.0,100.0,-3.28%,500.0,2970.0,3060.0,2820.0
746.0,대구백화점,12730.0,380.0,+3.08%,5000.0,12210.0,12900.0,12210.0
747.0,동일산업,56800.0,200.0,-0.35%,5000.0,56100.0,57000.0,56000.0
748.0,TIGER 투자등급회사채액티브,104135.0,145.0,-0.14%,0.0,104170.0,104170.0,104135.0
749.0,성창기업지주,1972.0,5.0,+0.25%,500.0,1967.0,1977.0,1954.0
750.0,대양금속,3685.0,45.0,-1.21%,500.0,3730.0,3755.0,3675.0
751.0,대영포장,1255.0,3.0,-0.24%,500.0,1262.0,1262.0,1249.0
752.0,인지컨트롤스,8590.0,110.0,-1.26%,500.0,8660.0,8750.0,8550.0
753.0,ARIRANG 국고채10년액티브,50010.0,220.0,-0.44%,0.0,50010.0,50010.0,50010.0
754.0,대한화섬,102000.0,500.0,+0.49%,5000.0,101500.0,102000.0,100500.0
755.0,TIGER 미국S&P500TR(H),11095.0,45.0,-0.40%,0.0,11085.0,11100.0,11065.0
756.0,한국내화,3285.0,45.0,-1.35%,500.0,3295.0,3310.0,3230.0
757.0,신흥,14160.0,40.0,-0.28%,500.0,14130.0,14290.0,14070.0
758.0,HDC현대EP,4215.0,5.0,+0.12%,500.0,4205.0,4260.0,4150.0
759.0,한국무브넥스,4415.0,230.0,+5.50%,1000.0,4140.0,4485.0,4075.0
760.0,신원,1310.0,31.0,-2.31%,500.0,1340.0,1340.0,1306.0
761.0,일동홀딩스,11630.0,40.0,-0.34%,1000.0,11790.0,12490.0,11350.0
762.0,KBSTAR 2차전지액티브,14860.0,275.0,+1.89%,0.0,14205.0,14905.0,14195.0
763.0,삼원강재,3345.0,10.0,+0.30%,500.0,3280.0,3355.0,3280.0
764.0,세아특수강,15550.0,100.0,-0.64%,5000.0,15550.0,15640.0,15520.0
765.0,유화증권,2350.0,25.0,-1.05%,1000.0,2375.0,2380.0,2350.0
766.0,샘표식품,28900.0,0.0,0.00%,500.0,28800.0,29250.0,28700.0
767.0,현대약품,4115.0,0.0,0.00%,500.0,4110.0,4200.0,4075.0
768.0,종근당바이오,23900.0,550.0,+2.36%,2500.0,23350.0,24150.0,23350.0
769.0,TRUE 코스피 양매도 5% OTM ETN,8710.0,0.0,0.00%,0.0,8710.0,8710.0,8710.0
770.0,KBSTAR 코스피,26880.0,30.0,+0.11%,0.0,26850.0,26915.0,26570.0
771.0,가온전선,20450.0,800.0,-3.76%,5000.0,21100.0,21250.0,20400.0
772.0,KODEX 미국나스닥100선물(H),18875.0,340.0,-1.77%,0.0,18845.0,18895.0,18830.0
773.0,씨티알모빌리티,14970.0,440.0,-2.86%,500.0,15140.0,15360.0,14900.0
774.0,KTOP K200액티브,10700.0,20.0,-0.19%,0.0,10595.0,10705.0,10565.0
775.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),51325.0,4210.0,-7.58%,0.0,50845.0,51325.0,50845.0
776.0,동남합성,36650.0,50.0,+0.14%,500.0,36950.0,37600.0,36450.0
777.0,한국석유,10100.0,0.0,0.00%,500.0,10100.0,10140.0,10070.0
778.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),51160.0,3835.0,-6.97%,0.0,51185.0,51295.0,50655.0
779.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),51115.0,4405.0,-7.93%,0.0,51115.0,51115.0,51115.0
780.0,대창,1402.0,8.0,-0.57%,500.0,1400.0,1410.0,1396.0
781.0,KBSTAR 코스닥150,14810.0,95.0,+0.65%,0.0,14380.0,14835.0,14380.0
782.0,TRUE 레버리지 천연가스 선물 ETN B,25355.0,1955.0,+8.35%,0.0,25470.0,25490.0,25160.0
783.0,KODEX 배당가치,12525.0,55.0,+0.44%,0.0,12445.0,12540.0,12350.0
784.0,신한 블룸버그 2X 천연가스 선물 ETN,25230.0,1945.0,+8.35%,0.0,25315.0,25350.0,24955.0
785.0,미래에셋 코스피 양매도 5% OTM ETN,8405.0,0.0,0.00%,0.0,8405.0,8405.0,8405.0
786.0,신일전자,1773.0,26.0,-1.45%,500.0,1799.0,1800.0,1771.0
787.0,HANARO 200TR,42605.0,30.0,-0.07%,0.0,42220.0,42605.0,42060.0
788.0,두올,3795.0,35.0,-0.91%,2500.0,3790.0,3850.0,3750.0
789.0,KODEX 국채선물10년,63470.0,325.0,-0.51%,0.0,63410.0,63595.0,63410.0
790.0,TRUE 레버리지 S&P500 선물 ETN(H),24970.0,200.0,-0.79%,0.0,24910.0,24995.0,24900.0
791.0,한솔홀딩스,2965.0,30.0,-1.00%,1000.0,2970.0,2985.0,2955.0
792.0,인팩,12450.0,110.0,-0.88%,500.0,12210.0,12530.0,12010.0
793.0,씨아이테크,2520.0,90.0,-3.45%,500.0,2600.0,2620.0,2460.0
794.0,대유플러스,980.0,20.0,-2.00%,500.0,994.0,994.0,980.0
795.0,대신증권2우B,12370.0,0.0,0.00%,5000.0,12380.0,12380.0,12290.0
796.0,TIGER 미국채10년선물,11260.0,55.0,+0.49%,0.0,11205.0,11260.0,11200.0
797.0,한국공항,38550.0,50.0,+0.13%,5000.0,38500.0,38600.0,38150.0
798.0,KCTC,4050.0,45.0,-1.10%,500.0,4095.0,4110.0,3955.0
799.0,ARIRANG KOFR금리,101255.0,10.0,+0.01%,0.0,101255.0,101260.0,101255.0
800.0,한국수출포장,3030.0,5.0,-0.16%,500.0,3035.0,3070.0,2995.0
801.0,ARIRANG 코스피TR,13810.0,65.0,+0.47%,0.0,13745.0,13845.0,13605.0
802.0,TIGER 종합채권(AA-이상)액티브,50115.0,110.0,-0.22%,0.0,50175.0,50175.0,50115.0
803.0,KODEX 바이오,7950.0,140.0,+1.79%,0.0,7825.0,7985.0,7775.0
804.0,토니모리,4915.0,105.0,-2.09%,200.0,5020.0,5050.0,4910.0
805.0,광명전기,2705.0,30.0,-1.10%,500.0,2730.0,2750.0,2700.0
806.0,경동도시가스,19840.0,10.0,-0.05%,2500.0,19990.0,19990.0,19760.0
807.0,CJ씨푸드,3235.0,15.0,+0.47%,500.0,3190.0,3250.0,3190.0
808.0,미창석유,66700.0,400.0,-0.60%,5000.0,67100.0,67100.0,66200.0
809.0,조흥,193300.0,700.0,+0.36%,5000.0,192700.0,193800.0,192700.0
810.0,유니켐,1350.0,85.0,+6.72%,500.0,1265.0,1382.0,1248.0
811.0,TIGER 코스피,26805.0,55.0,+0.21%,0.0,26750.0,26830.0,26495.0
812.0,동양철관,964.0,14.0,-1.43%,500.0,968.0,974.0,961.0
813.0,SOL 반도체소부장Fn,12570.0,450.0,-3.46%,0.0,12580.0,12710.0,12420.0
814.0,TIGER 코스닥150,15315.0,90.0,+0.59%,0.0,15020.0,15355.0,14905.0
815.0,한국특강,1879.0,1.0,+0.05%,500.0,1878.0,1989.0,1850.0
816.0,신송홀딩스,9620.0,360.0,+3.89%,500.0,9480.0,10350.0,9410.0
817.0,KODEX 미국달러선물,11770.0,125.0,+1.07%,0.0,11705.0,11770.0,11695.0
818.0,삼화전자,9290.0,320.0,+3.57%,1000.0,8830.0,9590.0,8630.0
819.0,KODEX 헬스케어,11825.0,225.0,+1.94%,0.0,11620.0,11940.0,11605.0
820.0,인천도시가스,25350.0,0.0,0.00%,5000.0,25300.0,25650.0,25250.0
821.0,한양증권,8700.0,0.0,0.00%,5000.0,8700.0,8790.0,8680.0
822.0,세이브존I&C,2690.0,20.0,-0.74%,1000.0,2710.0,2750.0,2670.0
823.0,삼일제약,7280.0,20.0,+0.28%,500.0,7250.0,7450.0,7230.0
824.0,TIGER 200선물인버스2X,2635.0,5.0,+0.19%,0.0,2660.0,2705.0,2630.0
825.0,신한 레버리지 코스닥 150 선물 ETN,43795.0,585.0,+1.35%,0.0,41680.0,43840.0,41580.0
826.0,KODEX 인도Nifty50,10930.0,85.0,+0.78%,0.0,10945.0,10980.0,10785.0
827.0,DRB동일,5470.0,70.0,-1.26%,500.0,5590.0,5590.0,5420.0
828.0,한국화장품제조,23950.0,250.0,-1.03%,500.0,24000.0,24800.0,23850.0
829.0,KBSTAR 비메모리반도체액티브,10765.0,245.0,-2.23%,0.0,10720.0,10860.0,10620.0
830.0,이지스레지던스리츠,3775.0,20.0,-0.53%,1000.0,3760.0,3795.0,3760.0
831.0,두산퓨얼셀1우,8000.0,60.0,-0.74%,100.0,8060.0,8060.0,7940.0
832.0,ACE 미국배당다우존스,10545.0,190.0,+1.83%,0.0,10430.0,10545.0,10430.0
833.0,대원화성,2580.0,40.0,-1.53%,500.0,2590.0,2630.0,2565.0
834.0,TIGER 차이나CSI300레버리지(합성),16305.0,165.0,+1.02%,0.0,16000.0,16490.0,16000.0
835.0,한진중공업홀딩스,3600.0,40.0,-1.10%,5000.0,3635.0,3640.0,3580.0
836.0,일성건설,1967.0,30.0,-1.50%,500.0,1971.0,1999.0,1966.0
837.0,크라운제과,8480.0,20.0,-0.24%,200.0,8500.0,8550.0,8350.0
838.0,현대코퍼레이션홀딩스,11600.0,10.0,-0.09%,5000.0,11590.0,11610.0,11480.0
839.0,KTis,3025.0,15.0,+0.50%,500.0,2985.0,3085.0,2985.0
840.0,HANARO Fn K-POP&미디어,10270.0,230.0,-2.19%,0.0,10480.0,10480.0,10230.0
841.0,KBSTAR 25-11 회사채(AA-이상)액티브,52385.0,25.0,-0.05%,0.0,52405.0,52405.0,52375.0
842.0,히어로즈 단기채권ESG액티브,102960.0,20.0,-0.02%,0.0,102970.0,102975.0,102960.0
843.0,삼익악기,1146.0,12.0,-1.04%,500.0,1158.0,1158.0,1142.0
844.0,TIGER 미디어컨텐츠,7015.0,90.0,-1.27%,0.0,7015.0,7075.0,6975.0
845.0,엔에이치스팩19호,10010.0,0.0,0.00%,500.0,9970.0,10030.0,9970.0
846.0,고려산업,4115.0,105.0,-2.49%,1000.0,4295.0,4310.0,4110.0
847.0,TIGER 미국나스닥100커버드콜(합성),10095.0,110.0,+1.10%,0.0,9985.0,10095.0,9985.0
848.0,웅진,1280.0,21.0,-1.61%,500.0,1276.0,1302.0,1275.0
849.0,콤텍시스템,844.0,3.0,+0.36%,500.0,848.0,858.0,825.0
850.0,SG세계물산,504.0,3.0,-0.59%,500.0,505.0,508.0,503.0
851.0,QV KIS CD금리투자 ETN,50565.0,0.0,0.00%,0.0,50565.0,50565.0,50565.0
852.0,화성산업,9930.0,60.0,-0.60%,5000.0,9960.0,10000.0,9900.0
853.0,동방,2095.0,5.0,+0.24%,1000.0,2090.0,2115.0,2080.0
854.0,일신석재,1296.0,14.0,-1.07%,500.0,1310.0,1312.0,1280.0
855.0,모나리자,2740.0,20.0,+0.74%,500.0,2695.0,2740.0,2695.0
856.0,HS애드,6040.0,10.0,+0.17%,1000.0,6030.0,6080.0,5980.0
857.0,우신시스템,5460.0,110.0,-1.97%,500.0,5570.0,5790.0,5430.0
858.0,방림,2355.0,30.0,-1.26%,500.0,2400.0,2410.0,2340.0
859.0,KBSTAR Fn5G테크,10350.0,180.0,-1.71%,0.0,10275.0,10405.0,10195.0
860.0,무림페이퍼,2380.0,0.0,0.00%,2500.0,2370.0,2395.0,2365.0
861.0,SOL 국고채10년,103295.0,500.0,-0.48%,0.0,103770.0,103770.0,103240.0
862.0,CJ우,43400.0,950.0,+2.24%,5000.0,42600.0,43650.0,42250.0
863.0,기신정기,3350.0,5.0,+0.15%,500.0,3325.0,3360.0,3325.0
864.0,화승코퍼레이션,1946.0,47.0,-2.36%,500.0,1986.0,1989.0,1920.0
865.0,팜젠사이언스,6130.0,190.0,+3.20%,500.0,5980.0,6330.0,5850.0
866.0,남광토건,9830.0,140.0,-1.40%,5000.0,9980.0,10050.0,9800.0
867.0,한국화장품,6000.0,30.0,-0.50%,500.0,6000.0,6270.0,5990.0
868.0,유니온,6150.0,50.0,-0.81%,500.0,6180.0,6370.0,6110.0
869.0,동일고무벨트,6880.0,120.0,-1.71%,500.0,6990.0,6990.0,6850.0
870.0,TIGER 일본엔선물,8830.0,40.0,+0.46%,0.0,8800.0,8840.0,8790.0
871.0,KODEX 차이나CSI300,11260.0,85.0,+0.76%,0.0,11175.0,11340.0,11165.0
872.0,다이나믹디자인,5560.0,40.0,-0.71%,500.0,5600.0,5750.0,5510.0
873.0,TIGER 인도니프티50,10730.0,85.0,+0.80%,0.0,10645.0,10790.0,10600.0
874.0,HL D&I,2505.0,30.0,-1.18%,5000.0,2530.0,2530.0,2495.0
875.0,TIGER 중국소비테마,6250.0,60.0,+0.97%,0.0,6245.0,6280.0,6190.0
876.0,에이플러스에셋,4185.0,30.0,-0.71%,500.0,4155.0,4255.0,4155.0
877.0,미래에셋글로벌리츠,3245.0,35.0,-1.07%,1000.0,3300.0,3300.0,3245.0
878.0,대현,2120.0,20.0,-0.93%,500.0,2115.0,2135.0,2115.0
879.0,인바이오젠,467.0,0.0,0.00%,500.0,0.0,0.0,0.0
880.0,보락,1566.0,5.0,-0.32%,200.0,1579.0,1579.0,1559.0
881.0,삼호개발,3700.0,5.0,-0.13%,500.0,3670.0,3745.0,3610.0
882.0,한신공영,7990.0,90.0,-1.11%,5000.0,8170.0,8170.0,7970.0
883.0,지엠비코리아,4845.0,60.0,-1.22%,500.0,4890.0,4890.0,4820.0
884.0,유니드비티플러스,8700.0,250.0,+2.96%,1000.0,8400.0,8840.0,8350.0
885.0,HANARO 200 TOP10,8830.0,90.0,+1.03%,0.0,8635.0,8840.0,8600.0
886.0,동방아그로,6740.0,100.0,-1.46%,500.0,6830.0,6830.0,6710.0
887.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,45845.0,3165.0,-6.46%,0.0,45200.0,45995.0,45130.0
888.0,플레이그램,722.0,15.0,-2.04%,100.0,728.0,736.0,720.0
889.0,코스맥스비티아이,9490.0,10.0,-0.11%,500.0,9520.0,9520.0,9390.0
890.0,TIGER 200 중공업,4020.0,50.0,-1.23%,0.0,4045.0,4070.0,3985.0
891.0,새론오토모티브,4710.0,60.0,+1.29%,500.0,4655.0,4710.0,4615.0
892.0,신영와코루,9990.0,0.0,0.00%,500.0,9990.0,10100.0,9900.0
